Establishment,Permit Holder,Telephone,Establishment Permit #,Establishment Address Street #,Establishment Address Street Name,Establishment Address Unit #,Establishment Address City,Establishment Address State,Establishment Address Zip Code,Mailing Address Street #,Mailing Address Street Name,Mailing Address Unit #,Mailing Address City,Mailing Address State,Mailing Address Zip Code,Mailing Care Of,PO BOX,Facility Permit #,Business Status,Facility Type,Risk Category,1st Inspection,TMKZone,TMKSection,TMKPlat,TMKParcel,Permit Expire Date
BOMBUCHA'Z,SHANE KALAOLA,(808)864-8357,15229,"KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96744
(21.40322830973858, -157.7994698909329)",KAMEHAMEHA HIGHWAY ,   ,KANEOHE,HAWAII,96744,"LANIKEHA PLACE
PEARL CITY, HAWAII 96782
(21.41394345366426, -157.96360279118272)",LANIKEHA PLACE ,   ,PEARL CITY,HAWAII,96782,  RENEE NAKAHASHI,,15229,Open,137 New and Renewal 3,Category 3,01/27/2012 12:00:00 AM,4,5,19,10,05/09/2013 12:00:00 AM
FIVE-O HAWAIIAN STYLE SMOKED RIBS,"FIVE-O HAWAIIAN STYLE SMOKED RIBS, LLC",(808)228-9188,15230,"KALANIANAOLE HIGHWAY
HONOLULU, HAWAII 96821
(21.278261186711564, -157.75269197359427)",KALANIANAOLE HIGHWAY ,   ,HONOLULU,HAWAII,96821,"SILVA STREET
HONOLULU, HAWAII 96819
(21.320857115411318, -157.88310550498798)",SILVA STREET ,   ,HONOLULU,HAWAII,96819,  DANIEL MCINERNY,,15230,Open,137 New and Renewal 3,Category 3,01/26/2012 12:00:00 AM,3,6,5,92,01/26/2014 12:00:00 AM
POLO HOT DOGS,JW DONERSON III,(808)457-0630,15231,"SOUTH KAMEHAMEHA HIGHWAY
WAHIAWA, HAWAII 96786
(21.50768886519383, -158.0359692177804)",SOUTH KAMEHAMEHA HIGHWAY,   ,WAHIAWA,HAWAII,96786,"WAIHONU STREET
MILILANI, HAWAII 96789
(21.463016954175462, -158.0225330573076)",WAIHONU STREET,C701,MILILANI,HAWAII,96789,,,15231,Open,137 New and Renewal 2,Category 2,01/26/2012 12:00:00 AM,7,3,2,39,01/26/2014 12:00:00 AM
SCOOP AND FRUIT,EUNYI YI,(808)398-3005,15232,"MAPUNAPUNA STREET
HONOLULU, HAWAII 96819
(21.335946698417743, -157.90022025484006)",MAPUNAPUNA STREET ,   ,HONOLULU,HAWAII,96819,"MAPUNAPUNA STREET
HONOLULU, HAWAII 96819
(21.335946698417743, -157.90022025484006)",MAPUNAPUNA STREET ,   ,HONOLULU,HAWAII,96819,,,15232,Open,137 New and Renewal 2,Category 2,01/26/2012 12:00:00 AM,1,1,7,38,01/26/2014 12:00:00 AM
FIVE-O HAWAIIAN STYLE SMOKED RIBS KITCHEN,"FIVE-O HAWAIIAN STYLE SMOKED RIBS, LLC",(808)228-9188,15233,"KALANIANAOLE HIGHWAY
HONOLULU, HAWAII 96821
(21.278261186711564, -157.75269197359427)",KALANIANAOLE HIGHWAY ,   ,HONOLULU,HAWAII,96821,"SILVA STREET
HONOLULU, HAWAII 96819
(21.320857115411318, -157.88310550498798)",SILVA STREET ,   ,HONOLULU,HAWAII,96819,  DANIEL MCINERNY,,15233,Open,137 New and Renewal 3,Category 3,01/26/2012 12:00:00 AM,3,6,5,92,01/26/2014 12:00:00 AM
KAIMUKI TUTTI FRUTTI,"TIC ENTERPRISE, LLC",(808)398-8097,15234,"WAIALAE AVENUE
HONOLULU, HAWAII 96816
(21.27877563071388, -157.78931204861195)",WAIALAE AVENUE ,   ,HONOLULU,HAWAII,96816,"WAIALAE AVENUE
HONOLULU, HAWAII 96816
(21.27877563071388, -157.78931204861195)",WAIALAE AVENUE ,   ,HONOLULU,HAWAII,96816,,,15234,Open,137 New and Renewal 3,Category 3,01/30/2012 12:00:00 AM,3,2,6,36,01/30/2014 12:00:00 AM
PUNANA LEO O KO'OLAULOA,'AHA PUNANA LEO,(808)935-4304,15235,"KAMEHAMEHA HIGHWAY
HAU'ULA, HAWAII 96717
(21.57768472780256, -157.89125485644183)",KAMEHAMEHA HIGHWAY ,C-14,HAU'ULA,HAWAII,96717,"PU'UHONU PLACE
HILO, HAWAII 96720
(19.71605129041868, -155.0979767274441)",PU'UHONU PLACE ,   ,HILO,HAWAII,96720,  KAINANI MEDEIROS,,15235,Open,137 New and Renewal 3,Category 3,01/30/2012 12:00:00 AM,5,4,8,26,01/30/2014 12:00:00 AM
BLAZIN STEAK WAHIAWA,"ANGP, LLC",(808)391-6955,15236,"CALIFORNIA AVENUE
WAHIAWA, HAWAII 96792
(21.49588995502748, -158.02980424907722)",CALIFORNIA AVENUE ,   ,WAHIAWA,HAWAII,96792,"ALAMIHI PLACE
WAIANAE, HAWAII 96792
(21.44098689250472, -158.17912948042294)",ALAMIHI PLACE ,   ,WAIANAE,HAWAII,96792," ANGP, LLC",,15236,Open,137 New and Renewal 1,Category 1,01/18/2012 12:00:00 AM,7,4,12,14,01/18/2014 12:00:00 AM
MIKE'S BOWLS HONOLULU,"MIKE'S BOWLS HONOLULU, LLC",,15237,"UMI STREET
HONOLULU, HAWAII 96819
(21.333609051500428, -157.88304952735677)",UMI STREET ,   ,HONOLULU,HAWAII,96819,"KANEKEPA PLACE
HONOLULU, HAWAII 96816
(21.284120000437838, -157.79823999997586)",KANEKEPA PLACE ,   ,HONOLULU,HAWAII,96816,,,15237,Open,137 New and Renewal 1,Category 1,01/27/2012 12:00:00 AM,1,2,14,57,01/27/2014 12:00:00 AM
LEONARD JR'S HOT MALASADAS & ESPRESSO,"LEONARD'S BAKERY, LTD.",(808)271-5153,15238,"KILIHAU STREET
HONOLULU, HAWAII 96819
(21.33582344796007, -157.89460644537704)",KILIHAU STREET ,C,HONOLULU,HAWAII,96819,"KAPAHULU AVENUE
HONOLULU, HAWAII 96816
(21.287804823888052, -157.81283381628828)",KAPAHULU AVENUE ,   ,HONOLULU,HAWAII,96816,,,15238,Open,137 New and Renewal 3,Category 3,01/27/2012 12:00:00 AM,1,1,64,32,01/18/2014 12:00:00 AM
PANDA CUISINE,"PANDA SEAFOOD, INC.",(808)383-7441,15239,"KEEAUMOKU STREET
HONOLULU, HAWAII 96814
(21.30222994923804, -157.83839704497115)",KEEAUMOKU STREET ,3,HONOLULU,HAWAII,96814,"KEEAUMOKU STREET
HONOLULU, HAWAII 96814
(21.30222994923804, -157.83839704497115)",KEEAUMOKU STREET ,3,HONOLULU,HAWAII,96814,,,15239,Open,137 New and Renewal 1,Category 1,01/31/2012 12:00:00 AM,2,3,21,37,11/12/2013 12:00:00 AM
GOOD EATS DELI,"TWO TITAS CREATIONS, LLC",(808)521-3287,15240,"SOUTH STREET
HONOLULU, HAWAII 96813
(21.299470495129054, -157.8630444570113)",SOUTH STREET ,2,HONOLULU,HAWAII,96813,"OPIHIKAO PLACE
HONOLULU, HAWAII 96825
(21.288411251043552, -157.71216265603115)",OPIHIKAO PLACE ,   ,HONOLULU,HAWAII,96825,  KERI DENNEY,,15240,Open,137 New and Renewal 3,Category 3,01/31/2012 12:00:00 AM,2,1,31,33,01/31/2014 12:00:00 AM
MERCADO DE LA RAZA LATIN AMERICAN MARKET,"MERCADO DE LA RAZA, LLC",(808)593-2226,15241,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96814
(21.303895186905667, -157.8493966033946)",SOUTH BERETANIA STREET,   ,HONOLULU,HAWAII,96814,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96814
(21.303895186905667, -157.8493966033946)",SOUTH BERETANIA STREET,   ,HONOLULU,HAWAII,96814," MERCADO DE LA RAZA, LLC",,15241,Open,137 New and Renewal 3,Category 3,01/31/2012 12:00:00 AM,2,4,4,55,01/31/2014 12:00:00 AM
PHO NINA,"PHO NINA, INC.",,15242,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,,,15242,Open,137 New and Renewal 1,Category 1,02/01/2012 12:00:00 AM,2,7,17,27,02/01/2014 12:00:00 AM
"CAFENITY, INC.","CAFENITY, INC.",(808)489-5879,15243,"BISHOP STREET
HONOLULU, HAWAII 96813
(21.307023335654208, -157.86366799399445)",BISHOP STREET ,109,HONOLULU,HAWAII,96813,"BISHOP STREET
HONOLULU, HAWAII 96813
(21.307023335654208, -157.86366799399445)",BISHOP STREET ,109,HONOLULU,HAWAII,96813,,,15243,Open,137 New and Renewal 2,Category 2,01/31/2012 12:00:00 AM,2,1,13,6,01/31/2014 12:00:00 AM
ADEGA PORTUGUESA,"PORTAGEE, LLC",(808)497-6004,15244,"SMITH STREET
HONOLULU, HAWAII 96817
(21.310744721333133, -157.8644948224917)",SMITH STREET ,   ,HONOLULU,HAWAII,96817,"HONOLULU, HAWAII 96817
(21.324720000327943, -157.859919999808)",,   ,HONOLULU,HAWAII,96817,,179309,15244,Open,137 New and Renewal 1,Category 1,02/01/2012 12:00:00 AM,1,7,3,55,02/01/2014 12:00:00 AM
DANG VAN DUC (JBS 506),DANG VAN DUC,,15245,"NORTH HOTEL STREET
HONOLULU, HAWAII 96817
(21.324720000327943, -157.859919999808)",NORTH HOTEL STREET,   ,HONOLULU,HAWAII,96817,"KAPIKI ROAD
WAIANAE, HAWAII 96792
(21.403436695573106, -158.15071508100107)",KAPIKI ROAD ,   ,WAIANAE,HAWAII,96792,  DANG VAN DUC,,15245,Open,137 New and Renewal 3,Category 3,02/01/2012 12:00:00 AM,1,7,3,51,02/01/2014 12:00:00 AM
"CLAY CAFE, LLC","CLAY CAFE, LLC",(808)589-1808,15246,"ALA MOANA BOULEVARD
HONOLULU, HAWAII 96814
(21.28823767336588, -157.84028676965752)",ALA MOANA BOULEVARD,BLDG. A  ,HONOLULU,HAWAII,96814,"ALA MOANA BOULEVARD
HONOLULU, HAWAII 96814
(21.28823767336588, -157.84028676965752)",ALA MOANA BOULEVARD,BLDG. A  ,HONOLULU,HAWAII,96814,,,15246,Open,137 New and Renewal 3,Category 3,02/01/2012 12:00:00 AM,2,3,1,5,02/01/2014 12:00:00 AM
UMAIMONYA,"SELECT 7, INC.",(808)636-5342,15247,"KAPAHULU AVENUE
HONOLULU, HAWAII 96815
(21.273487832608467, -157.81652989273888)",KAPAHULU AVENUE ,203,HONOLULU,HAWAII,96815,"KAPAHULU AVENUE
HONOLULU, HAWAII 96815
(21.273487832608467, -157.81652989273888)",KAPAHULU AVENUE ,203,HONOLULU,HAWAII,96815,,,15247,Open,137 New and Renewal 3,Category 3,01/31/2012 12:00:00 AM,3,1,22,2,01/31/2014 12:00:00 AM
HAWAIIAN TACO,RALPH CUEVAS,(808)383-0861,15248,"KALAKAUA AVENUE
HONOLULU, HAWAII 96815
(21.289221256084204, -157.8349706280395)",KALAKAUA AVENUE ,FC116,HONOLULU,HAWAII,96815,"KAPAHULU AVENUE
HONOLULU, HAWAII 96815
(21.273487832608467, -157.81652989273888)",KAPAHULU AVENUE,510,HONOLULU,HAWAII,96815,  RALPH CUEVAS,,15248,Open,137 New and Renewal 3,Category 3,02/02/2012 12:00:00 AM,2,6,22,37,02/02/2014 12:00:00 AM
"COQUITO'S LATIN CUISINE RESTAURANT, LLC","COQUITO'S LATIN CUISINE RESTAURANT, LLC",(808)292-5670,15249,"FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.550628469071547, -158.24337315456913)",FARRINGTON HIGHWAY ,   ,WAIANAE,HAWAII,96792,"FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.550628469071547, -158.24337315456913)",FARRINGTON HIGHWAY ,   ,WAIANAE,HAWAII,96792,,,15249,Open,137 New and Renewal 1,Category 1,02/03/2012 12:00:00 AM,8,5,13,4,02/03/2014 12:00:00 AM
DOMINO'S PIZZA,"POSSO PIZZA, INC.",,15250,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96819
(21.296640662825922, -157.8295746958637)",SOUTH BERETANIA STREET,"104, 105, 106 ",HONOLULU,HAWAII,96819,"KOAPAKA STREET
HONOLULU, HAWAII 96819
(21.334992480660844, -157.90790942814314)",KOAPAKA STREET ,   ,HONOLULU,HAWAII,96819,  SANDRA VIDAD,,15250,Open,137 New and Renewal 2,Category 2,02/03/2012 12:00:00 AM,2,8,6,20,02/03/2014 12:00:00 AM
MANOA VALLEY INN,"1726, INC.",(808)223-4212,15251,"VANCOUVER DRIVE
HONOLULU, HAWAII 96822
(21.30091693907525, -157.82108959251727)",VANCOUVER DRIVE ,   ,HONOLULU,HAWAII,96822,"WAIALAE AVENUE
HONOLULU, HAWAII 96816
(21.27877563071388, -157.78931204861195)",WAIALAE AVENUE ,334,HONOLULU,HAWAII,96816,  MARK GLEN,,15251,Open,137 New and Renewal 3,Category 3,02/03/2012 12:00:00 AM,2,8,16,28,04/23/2013 12:00:00 AM
"KAILUA DRIVE INN, LLC","KAILUA DRIVE INN, LLC",(808)277-9965,15252,"KEOLU DRIVE
KAILUA, HAWAII 96734
(21.367997369240726, -157.73984933700046)",KEOLU DRIVE ,102,KAILUA,HAWAII,96734,"DEMENT STREET
HONOLULU, HAWAII 96819
(21.337073110617002, -157.872384316346)",DEMENT STREET ,   ,HONOLULU,HAWAII,96819,,,15252,Open,137 New and Renewal 1,Category 1,02/02/2012 12:00:00 AM,4,2,22,23,08/09/2013 12:00:00 AM
"ORIGINAL DAVE'S ICE CREAM, THE","ISLAND CRAVES, LLC",(808)450-9272,15253,"MOANALUA ROAD
AIEA, HAWAII 96701
(21.384009797972425, -157.93770917666674)",MOANALUA ROAD ,SPACE 9   ,AIEA,HAWAII,96701,"MOANALUA ROAD
AIEA, HAWAII 96701
(21.384009797972425, -157.93770917666674)",MOANALUA ROAD ,SPACE 9   ,AIEA,HAWAII,96701,,,15253,Open,137 New and Renewal 3,Category 3,02/03/2012 12:00:00 AM,9,8,8,15,02/03/2014 12:00:00 AM
CHOCOLATE DIP COMPANY,"BUSY BEES ENTERPRISES, LLP",(808)391-1319,15254,"YOUNG STREET
HONOLULU, HAWAII 96814
(21.299342573786483, -157.83981238307373)",YOUNG STREET ,218,HONOLULU,HAWAII,96814,"HAMAKUA DRIVE
KAILUA, HAWAII 96734
(21.39331778097568, -157.7450384251095)",HAMAKUA DRIVE ,500,KAILUA,HAWAII,96734,,,15254,Open,137 New and Renewal 3,Category 3,02/06/2012 12:00:00 AM,2,4,4,41,02/06/2014 12:00:00 AM
"THAI HOUSE, INC.","THAI HOUSE, INC.",(808)546-9952,15255,"KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96826
(21.28952215974417, -157.83227288054735)",KAPIOLANI BOULEVARD ,213,HONOLULU,HAWAII,96826,"KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96826
(21.28952215974417, -157.83227288054735)",KAPIOLANI BOULEVARD,213,HONOLULU,HAWAII,96826,,,15255,Open,137 New and Renewal 1,Category 1,02/06/2012 12:00:00 AM,2,7,30,3,02/06/2014 12:00:00 AM
KAPOLEI HIGH SCHOOL CULINARY LAB J110,STATE OF HAWAII,(808)692-8200,15256,"KAPOLEI PARKWAY
KAPOLEI, HAWAII 96707
(21.329229995741102, -158.07253191013845)",KAPOLEI PARKWAY ,   ,KAPOLEI,HAWAII,96707,"KAPOLEI PARKWAY
KAPOLEI, HAWAII 96707
(21.329229995741102, -158.07253191013845)",KAPOLEI PARKWAY ,   ,KAPOLEI,HAWAII,96707,,,15256,Open,137 New and Renewal 2,Category 2,02/07/2012 12:00:00 AM,9,1,16,74,02/07/2014 12:00:00 AM
NAGOYA RAMEN,"LIN & CHEN CO., INC.",(808)258-8220,15257,"KIPAPA DRIVE
MILILANI, HAWAII 96789
(21.46126293025553, -158.0131597973383)",KIPAPA DRIVE ,C-15,MILILANI,HAWAII,96789,"PIIKOI STREET
HONOLULU, HAWAII 96814
(21.30336309499492, -157.8423765449508)",PIIKOI STREET ,205,HONOLULU,HAWAII,96814,  ZHEN HUI LIN,,15257,Open,137 New and Renewal 1,Category 1,02/08/2012 12:00:00 AM,9,5,21,12,02/08/2014 12:00:00 AM
SWIRL COOKIES,"SWIRL COOKIES, INC.",(808)729-4183,15258,"LEWERS STREET
HONOLULU, HAWAII 96815
(21.278415033597035, -157.8316687037746)",LEWERS STREET ,   ,HONOLULU,HAWAII,96815,"KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96814
(21.29056124590784, -157.83580699752676)",KAPIOLANI BOULEVARD ,3103,HONOLULU,HAWAII,96814,,,15258,Open,137 New and Renewal 2,Category 2,02/08/2012 12:00:00 AM,2,6,20,67,02/08/2014 12:00:00 AM
LEGENDS IN CONCERT WAIKIKI,"ON STAGE WAIKIKI BEACH, LLC",(808)384-9071,15259,"KALAKAUA AVENUE
HONOLULU, HAWAII 96815
(21.289221256084204, -157.8349706280395)",KALAKAUA AVENUE ,SPACE NO. B401  ,HONOLULU,HAWAII,96815,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,  LAYNE WADA,,15259,Open,137 New and Renewal 3,Category 3,02/07/2012 12:00:00 AM,2,6,2,18,02/07/2014 12:00:00 AM
DAN'S MAILE SERVICE,DAN S. DEL MUNDO,(808)330-1129,15260,"HOOKELE STREET
WAIANAE, HAWAII 96792
(21.406827269618812, -158.1712118836446)",HOOKELE STREET ,B,WAIANAE,HAWAII,96792,"HOOKELE STREET
WAIANAE, HAWAII 96792
(21.406827269618812, -158.1712118836446)",HOOKELE STREET ,B,WAIANAE,HAWAII,96792,,,15260,Open,137 New and Renewal 2,Category 2,02/09/2012 12:00:00 AM,8,7,20,0,02/09/2014 12:00:00 AM
"EVERYDING ONO / DRAGON SHRIMP CHIPS, LLC","EVERYDING ONO / DRAGON SHRIMP CHIPS, LLC",(808)699-8922,15261,"UMI STREET
HONOLULU, HAWAII 96819
(21.333609051500428, -157.88304952735677)",UMI STREET ,   ,HONOLULU,HAWAII,96819,"PUUHALE DRIVE
HONOLULU, HAWAII 96819
(21.326952311823504, -157.88549004303545)",PUUHALE DRIVE ,108,HONOLULU,HAWAII,96819,,,15261,Open,137 New and Renewal 3,Category 3,02/08/2012 12:00:00 AM,1,2,14,57,02/08/2014 12:00:00 AM
"PHO VIET 9, LLC","PHO VIET 9, LLC",(808)392-3614,15262,"MOANALUA ROAD
AIEA, HAWAII 96701
(21.384009797972425, -157.93770917666674)",MOANALUA ROAD ,   ,AIEA,HAWAII,96701,"HOBRON LANE
HONOLULU, HAWAII 96815
(21.285282225595864, -157.83924240767868)",HOBRON LANE ,705,HONOLULU,HAWAII,96815,  HONG DUONG,,15262,Open,137 New and Renewal 1,Category 1,02/09/2012 12:00:00 AM,9,9,40,57,02/09/2014 12:00:00 AM
SHIRLEY SNACK SHOP,CHUNG TING TONG,(808)681-9955,15263,"FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.550628469071547, -158.24337315456913)",FARRINGTON HIGHWAY ,   ,WAIANAE,HAWAII,96792,"FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.550628469071547, -158.24337315456913)",FARRINGTON HIGHWAY ,   ,WAIANAE,HAWAII,96792,,,15263,Open,137 New and Renewal 3,Category 3,02/10/2012 12:00:00 AM,8,5,11,14,02/10/2014 12:00:00 AM
TONY'S LUNCH WAGON (TONY-H),TONY HUYNH,(808)423-9841,15264,"NORTH NIMITZ HIGHWAY
HONOLULU, HAWAII 96817
(21.312482220372033, -157.86522831771532)",NORTH NIMITZ HIGHWAY,102,HONOLULU,HAWAII,96817,"KUKILA STREET
HONOLULU, HAWAII 96818
(21.36145601187042, -157.9246539236902)",KUKILA STREET ,   ,HONOLULU,HAWAII,96818,  TONY HUYNH,,15264,Open,137 New and Renewal 3,Category 3,02/09/2012 12:00:00 AM,1,5,12,13,02/09/2014 12:00:00 AM
"ALOHA MOTION PICTURE CATERING, INC.",PATRICK DELANEY,(808)221-6117,15265,"MARIN LANE
HONOLULU, HAWAII 96813
(21.320841418634387, -157.97492761884934)",MARIN LANE ,   ,HONOLULU,HAWAII,96813,"WAIALAE AVENUE
HONOLULU, HAWAII 96816
(21.27877563071388, -157.78931204861195)",WAIALAE AVENUE ,PMB 543,HONOLULU,HAWAII,96816,,,15265,Open,137 New and Renewal 2,Category 2,02/09/2012 12:00:00 AM,1,7,2,36,02/09/2014 12:00:00 AM
"ALOHA MOTION PICTURE CATERING, INC.",PATRICK DELANEY,(808)690-0497,15266,"MARIN LANE
HONOLULU, HAWAII 96813
(21.320841418634387, -157.97492761884934)",MARIN LANE ,   ,HONOLULU,HAWAII,96813,"WAIALAE AVENUE
HONOLULU, HAWAII 96816
(21.27877563071388, -157.78931204861195)",WAIALAE AVENUE ,PMB 543,HONOLULU,HAWAII,96816,,,15266,Open,137 New and Renewal 2,Category 2,02/09/2012 12:00:00 AM,1,7,2,36,02/09/2014 12:00:00 AM
808 LUNCH,IN YOUNG PARK,(808)971-1408,15267,"IWILEI ROAD
HONOLULU, HAWAII 96817
(21.31587240138122, -157.86645929680049)",IWILEI ROAD ,102,HONOLULU,HAWAII,96817,"IWILEI ROAD
HONOLULU, HAWAII 96817
(21.31587240138122, -157.86645929680049)",IWILEI ROAD ,102,HONOLULU,HAWAII,96817,,,15267,Open,137 New and Renewal 1,Category 1,02/09/2012 12:00:00 AM,1,5,12,5,01/21/2013 12:00:00 AM
SUBWAY SANDWICH - NUUANU YMCA,DONNABELL & BOYET FAYLOGA,(808)295-3524,15268,"PALI HIGHWAY
HONOLULU, HAWAII 96813
(21.31188211345323, -157.85775583572988)",PALI HIGHWAY ,   ,HONOLULU,HAWAII,96813,"KALAEPAA STREET
HONOLULU, HAWAII 96819
(21.341000000150075, -157.88068000028164)",KALAEPAA STREET ,   ,HONOLULU,HAWAII,96819,  DONNABELL FAYLOGA,,15268,Open,137 New and Renewal 1,Category 1,02/13/2012 12:00:00 AM,2,1,5,3,02/13/2014 12:00:00 AM
HAPPY KUPUNA,HAPPY KEIKI PRESCHOOL,(808)381-8185,15269,"QUEEN STREET
HONOLULU, HAWAII 96814
(21.291869759460468, -157.8506637974508)",QUEEN STREET ,300,HONOLULU,HAWAII,96814,"POIPU DRIVE
HONOLULU, HAWAII 96825
(21.260400394224828, -157.70880342909555)",POIPU DRIVE ,   ,HONOLULU,HAWAII,96825,  HATSUMI M. VISAYA,,15269,Open,137 New and Renewal 3,Category 3,02/13/2012 12:00:00 AM,2,3,3,18,02/13/2014 12:00:00 AM
"ALII PLACE MINI MART, LLC","ALII PLACE MINI MART, LLC",(808)398-6521,15270,"ALAKEA STREET
HONOLULU, HAWAII 96813
(21.30823288918835, -157.86047460222932)",ALAKEA STREET ,190,HONOLULU,HAWAII,96813,"ALAKEA STREET
HONOLULU, HAWAII 96813
(21.30823288918835, -157.86047460222932)",ALAKEA STREET ,190,HONOLULU,HAWAII,96813,,,15270,Open,137 New and Renewal 2,Category 2,02/13/2012 12:00:00 AM,2,1,17,8,02/13/2014 12:00:00 AM
KILLER SHRIMPS COMMISSARY,EDWARD K. SABALLA,(808)781-1851,15271,"FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.550628469071547, -158.24337315456913)",FARRINGTON HIGHWAY ,   ,WAIANAE,HAWAII,96792,"JADE STREET
WAIANAE, HAWAII 96792
(21.46411531375229, -158.21288834039316)",JADE STREET ,   ,WAIANAE,HAWAII,96792,  EDWARD K. SABALLA,,15271,Open,137 New and Renewal 3,Category 3,02/15/2012 12:00:00 AM,8,6,18,2,02/15/2014 12:00:00 AM
KILLER SHRIMPS (NYN 624),EDWARD K. SABALLA,(808)781-1851,15272,"FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.550628469071547, -158.24337315456913)",FARRINGTON HIGHWAY ,   ,WAIANAE,HAWAII,96792,"JADE STREET
WAIANAE, HAWAII 96792
(21.46411531375229, -158.21288834039316)",JADE STREET ,   ,WAIANAE,HAWAII,96792,  EDWARD K. SABALLA,,15272,Open,137 New and Renewal 2,Category 2,02/15/2012 12:00:00 AM,8,6,18,2,02/15/2014 12:00:00 AM
HAWAII COUNTRY CLUB,"E & H FIRST FAMILY, LTD. / HAWAII COUNTRY CLUB, LLC",(808)622-1744,15273,"KUNIA ROAD
WAHIAWA, HAWAII 96786
(21.487462596775458, -158.04076094857405)",KUNIA ROAD ,   ,WAHIAWA,HAWAII,96786,"WAHIAWA, HAWAII 96786
(21.500729999789826, -158.03338000038656)",,   ,WAHIAWA,HAWAII,96786,,861634,15273,Open,137 New and Renewal 3,Category 3,02/15/2012 12:00:00 AM,9,4,4,20,02/15/2014 12:00:00 AM
CLUB LITTLE SAIGON,KIM-LAN BURTON,(808)256-5298,15274,"NORTH NIMITZ HIGHWAY
HONOLULU, HAWAII 96817
(21.312482220372033, -157.86522831771532)",NORTH NIMITZ HIGHWAY,   ,HONOLULU,HAWAII,96817,"NORTH NIMITZ HIGHWAY
HONOLULU, HAWAII 96817
(21.312482220372033, -157.86522831771532)",NORTH NIMITZ HIGHWAY,1508,HONOLULU,HAWAII,96817,  KIM MOORE,,15274,Open,137 New and Renewal 2,Category 2,02/14/2012 12:00:00 AM,1,7,2,16,02/14/2014 12:00:00 AM
AIRPORT DELI,AGNES S. CHUN,(808)428-9076,15275,"UALENA STREET
HONOLULU, HAWAII 96819
(21.334680799305776, -157.91505130387546)",UALENA STREET ,100,HONOLULU,HAWAII,96819,"UALENA STREET
HONOLULU, HAWAII 96819
(21.334680799305776, -157.91505130387546)",UALENA STREET ,100,HONOLULU,HAWAII,96819,,,15275,Open,137 New and Renewal 2,Category 2,02/14/2012 12:00:00 AM,1,1,14,6,02/14/2014 12:00:00 AM
MIGUEL'Z MEXICAN GRILL & CANTINA OF PEARL CITY,"MIGUEL'Z OF PEARL CITY, INC.",(630)699-9559,15276,"MAKOLU STREET
PEARL CITY, HAWAII 96782
(21.398879209163567, -157.97273468378054)",MAKOLU STREET ,B,PEARL CITY,HAWAII,96782,"MAKOLU STREET
PEARL CITY, HAWAII 96782
(21.398879209163567, -157.97273468378054)",MAKOLU STREET,B,PEARL CITY,HAWAII,96782,,,15276,Open,137 New and Renewal 1,Category 1,02/16/2012 12:00:00 AM,9,7,24,59,01/14/2013 12:00:00 AM
HULA SHRIMP CO. - COMMISSARY,HULA SHRIMP CO.,(808)499-4242,15277,"UMI STREET
HONOLULU, HAWAII 96819
(21.333609051500428, -157.88304952735677)",UMI STREET ,   ,HONOLULU,HAWAII,96819,"KUPUOHI STREET
WAIPAHU, HAWAII 96797
(21.391586987684793, -158.03344108219537)",KUPUOHI STREET,B-201,WAIPAHU,HAWAII,96797,,,15277,Open,137 New and Renewal 3,Category 3,02/16/2012 12:00:00 AM,1,2,14,57,02/16/2014 12:00:00 AM
HULA SHRIMP CO. (RRB 354),HULA SHRIMP CO.,(808)499-4242,15278,"UMI STREET
HONOLULU, HAWAII 96819
(21.333609051500428, -157.88304952735677)",UMI STREET ,   ,HONOLULU,HAWAII,96819,"KUPUOHI STREET
WAIPAHU, HAWAII 96797
(21.391586987684793, -158.03344108219537)",KUPUOHI STREET ,   ,WAIPAHU,HAWAII,96797,,,15278,Open,137 New and Renewal 3,Category 3,02/16/2012 12:00:00 AM,1,2,14,57,09/28/2013 12:00:00 AM
